label,annotator_id,target,text,Race,Country,Religion,Gender
0,202,['Homosexual'],"['<user>', 'you', 'are', 'going', 'over', 'board', 'for', 'a', 'faggot', 'you', 'are', 'on', 'the', 'left', 'torrid', 'ton', 'a', 'fag', 'enabler', 'he', 'enjoying', 'being', 'part', 'of', 'what', 'is', 'now', 'apparently', 'the', 'lastest', 'fad', 'on', 'gab', 'fag', 'enabling', 'my', 'low', 'the', 'gag', 'gift', 'that', 'keeps', 'on', 'giving']",Hispanic,Italy,Nonreligious,Male
2,209,['Homosexual'],"['why', 'is', 'a', 'gay', 'kike', 'giving', 'a', 'speech', 'about', 'it', 'being', 'ok', 'to', 'be', 'white', 'i', 'thought', 'his', 'granpappy', 'was', 'one', 'of', '<number>', 'trillion', 'kikes', 'gassed', 'soaped', 'and', 'lampshaded', 'in', 'the', 'holohoax', 'nametheperfidiousjew']",Indian,India,Hindu,Male
1,52,['None'],"['<user>', '<user>', '<user>', '<user>', '<user>', '<user>', 'no', 'need', 'to', 'argue', 'with', 'this', 'delusional', 'b*tch', '<censored>', 'one', 'day', 'when', 'she', 'will', 'get', 'raped', 'by', 'her', 'own', 'bro', 'then', 'she', 'will', 'might', 'understand', 'the', 'diff', 'b', 'w', 'right', 'and', 'wrong']",Hispanic,USA,Other,Male
2,207,['African'],"['i', 'hate', 'you', 'black', 'bastards']",Caucasian,USA,Christian,Male
1,202,['Other'],"['<user>', 'that', 'boy', 'know', 'all', 'the', 'hoes']",Hispanic,Italy,Nonreligious,Male
1,37,['None'],"['yeah', 'i', 'am', 'that', 'basic', 'bitch', 'that', 'listened', 'to', 'unknown', 'pleasures', 'by', 'joy', 'divison', 'last', 'night', 'and', 'cried']",Other,USA,Nonreligious,Male
2,203,['Other'],"['leader', 'of', 'dnc', 'is', 'extremist', 'communist', 'his', 'deputy', 'is', 'muslim', 'who', 'believes', 'in', 'sharia', 'together', 'they', 'plan', 'to', 'spread', 'hate', 'intolerance', 'create', 'more', 'division', 'in', 'usa', 'install', 'communism', 'they', 'have', 'begun', 'indoctrinating', 'youths', 'who', 'r', 'stupid', 'enough', 'to', 'believe', 'that', 'world', 'utopia', 'is', 'possible']",Caucasian,USA,Nonreligious,Male
0,9,['Other'],"['civil', 'war', 'long', 'as', 'i', 'do', 'not', 'have', 'to', 'live', 'in', 'your', 'new', 'republic', 'populated', 'by', 'racist', 'hillbillies', 'and', 'illiterate', 'white', 'trash', 'nascar', 'fucks', 'i', 'will', 'change', 'my', 'own', 'oil']",Indian,India,Hindu,Male
0,96,['Islam'],"['muzzies', 'are', 'goathumpers', 'and', 'wifebeaters', 'and', 'the', 'goats', 'are', 'not', 'happy']",African,USA,Christian,Female
1,235,['None'],"['some', 'bitch', 'dropped', 'her', 'beer', 'bottle', 'last', 'night', 'at', 'deol', 'and', 'glass', 'went', 'everywhere', 'and', 'somehow', 'ended', 'up', 'in', 'my', 'shoe', 'and', 'my', 'foot', 'hurts']",Caucasian,USA,Nonreligious,Female
1,209,['None'],"['become', 'a', 'cult', 'of', 'one', 'and', 'build', 'from', 'the', 'heart', 'bright', 'light', 'in', 'a', 'dark', 'scenario', 'or', 'invent', 'a', 'religion', 'call', 'yourself', 'sardonica', 'create', 'a', 'political', 'structure', 'based', 'upon', 'fear', 'suppression', 'conquest', 'cruelty', 'slavery', 'violence', 'and', 'greed', 'alluhu', 'sardobar']",Indian,India,Hindu,Male
0,96,['African'],"['<user>', 'remember', 'the', 'api', 'access', 'i', 'am', 'still', 'waiting', 'also', 'i', 'gave', 'shekels', 'to', 'torba', 'what', 'a', 'fucking', 'nigger', 'he', 'is', 'tho']",African,USA,Christian,Female
1,215,['None'],"['this', 'story', 'makes', 'me', 'consider', 'the', 'white', 'suicide', 'vs', 'white', 'genocide', 'memes', 'our', 'situation', 'is', 'similar', 'it', 'is', 'white', 'auto', 'genocide', 'in', 'a', 'way', 'we', 'have', 'not', 'been', 'physically', 'conquered', 'and', 'forced', 'into', 'these', 'policies', 'at', 'gunpoint', 'but', 'we', 'are', 'doing', 'it', 'because', 'of', 'constant', 'malicious', 'suggestions', 'by', 'outside', 'groups']",Caucasian,USA,Nonreligious,Male
2,211,['None'],"['someone', 'let', 'retard', 'paul', 'ryan', 'know', 'that', 'there', 'is', 'no', 'h', 'in', 'the', 'word', 'struggling', 'he', 'pronounces', 'it', 'like', 'ghetto', 'queen', 'moochelle', 'øbama', 'did', 'shtruggling', 'what', 'a', 'dick']",Caucasian,USA,Christian,Female
1,223,['None'],"['<user>', 'when', 'jesus', 'was', 'born', 'they', 'were', 'not', 'refugees', 'they', 'went', 'to', 'bethlehem', 'from', 'galilee', 'for', 'a', 'census']",Other,Spain,Nonreligious,Male
1,9,['None'],"['<user>', 'the', 'president', 'is', 'encouraging', 'civil', 'war', 'is', 'that', 'what', 'you', 'want', 'for', 'our', 'country', 'mr', 'mccarthy', 'do', 'you', 'want', 'to', 'kill', 'democrats', 'for', 'this', 'man', 'do', 'you', 'want', 'to', 'see', 'women', 'raped', 'killed', 'and', 'children', 'killed', 'that', 'is', 'war', 'is', 'that', 'what', 'you', 'want']",Indian,India,Hindu,Male
2,37,['Women'],"['stupid', 'ass', 'bitch', 'just', 'made', 'me', 'waste', 'my', 'fucking', 'money']",Other,USA,Nonreligious,Male
2,199,"['Islam', 'Women']","['islam', 'is', 'not', 'a', 'peaceful', 'religion', 'you', 'goddamned', 'lying', 'bitch']",Caucasian,USA,Nonreligious,Female
2,213,['Jewish'],"['casey', 'went', 'fucking', 'grammar', 'nazi', 'on', 'my', 'ass', 'so', 'if', 'anyone', 'wants', 'her', 'the', 'starting', 'bid', 'is', 'a', 'piece', 'of', 'chocolate', 'cake']",Caucasian,USA,Nonreligious,Female
0,59,"['Islam', 'Homosexual']","['another', 'gay', 'moslem']",Asians,USA,Nonreligious,Male
0,223,"['African', 'Asian']","['imagine', 'getting', 'jumped', 'by', 'chinese', 'niggas', 'and', 'you', 'hear', '“', 'cough', 'on', 'him', '”']",Other,Spain,Nonreligious,Male
1,199,['None'],"['i', '’', 'm', 'a', '“', 'alright', 'ima', 'let', 'you', 'have', 'that', '”', 'kinda', 'bitch', 'i', '’', 'm', 'not', 'arguing', 'with', 'nobody']",Caucasian,USA,Nonreligious,Female
1,44,['None'],"['<user>', 'when', 'will', 'these', 'people', 'understands', 'how', 'asians', 'really', 'suffer', 'from', 'racists', 'too']",Caucasian,USA,Nonreligious,Female
0,210,"['Arab', 'Women']","['the', 'woman', 'march', 'is', 'an', 'embarrassment', 'to', 'humanity', 'it', 'cancelled', 'itself', 'out', 'by', 'touting', 'women', 'social', 'reproductive', 'rights', 'while', 'a', 'dyke', 'with', 'a', 'bullhorn', 'screeched', 'alla', 'akbar', 'to', 'the', 'whole', 'world', 'they', 'have', 'shown', 'just', 'how', 'stupid', 'american', 'leftist', 'women', 'are', 'send', 'them', 'all', 'to', 'saudi', 'arabia', 'maga']",Hispanic,Brazil,Nonreligious,Female
0,1,['African'],"['lol', 'fuck', 'no', 'let', 'that', 'shit', 'spread', 'around', 'africa', 'and', 'kill', 'as', 'many', 'nigger', 'apes', 'as', 'possible']",Caucasian,USA,Nonreligious,Female
1,203,['Islam'],"['<user>', 'how', 'come', 'she', 'was', 'nationalist', 'being', 'a', 'muslim', 'nationalism', 'is', 'prohibited', 'in', 'islam', 'na']",Caucasian,USA,Nonreligious,Male
0,223,['Jewish'],"['thread', 'brainstorm', 'below', 'list', 'what', 'you', 'see', 'the', 'jews', 'doing', 'as', 'their', 'major', 'false', 'flag', 'attack', 'to', 'try', 'to', 'stop', 'the', 'mass', 'awakening', 'happening', 'now', 'country', 'city', 'type', 'of', 'attack', 'and', 'who', 'the', 'jews', 'will', 'false', 'flag', 'as', 'perpetrating', 'country', 'group']",Other,Spain,Nonreligious,Male
1,9,['None'],"['<user>', '<user>', 'just', 'wait', 'until', 'the', 'computers', 'start', 'telling', 'people', 'that', 'all', 'those', 'racist', 'sexist', 'beliefs', 'they', 'harbour', 'are', 'based', 'on', 'science', 'non', 'white', 'european', 'features', 'are', 'a', 'sign', 'of', 'criminality', 'men', 'have', 'larger', 'heads', 'than', 'women', 'thus', 'bigger', 'brains', 'thus', 'smarter', 'brains', 'futuristic', 'stupidity']",Indian,India,Hindu,Male
1,221,"['African', 'Caucasian']","['statistics', 'do', 'not', 'lie', 'a', 'black', 'man', 'who', 'marries', 'a', 'white', 'women', 'and', 'has', 'kids', 'with', 'that', 'said', 'white', 'women', 'abandons', 'them', 'both', 'over', '<number>', 'of', 'the', 'time']",Caucasian,USA,Christian,Male
0,68,['African'],"['paul', 'joseph', 'watson', 'thinks', 'he', 'looks', 'cool', 'with', 'a', 'ciggie', 'hanging', 'out', 'of', 'his', 'big', 'nigger', 'lips']",Caucasian,Canada,Nonreligious,Male
2,233,['Other'],"['brando', 'is', 'the', 'only', 'one', 'who', 'can', 'out', 'boomer', 'a', 'boomer', 'with', 'being', 'retarded']",Caucasian,USA,Nonreligious,Male
0,217,"['Arab', 'Islam', 'Men', 'Women']","['reminder', 'that', 'for', 'every', 'muslim', 'with', 'four', 'wives', 'there', 'are', 'three', 'losers', 'who', 'have', 'no', 'hope', 'of', 'getting', 'sex', 'unless', 'they', 'rape', 'animals', 'children', 'and', 'white', 'women', 'polygamy', 'creates', 'social', 'instability']",Caucasian,USA,Nonreligious,Male
0,9,['Islam'],"['our', 'government', 'flooded', 'us', 'with', 'shitlam', 'not', 'tommy']",Indian,India,Hindu,Male
2,206,['Caucasian'],"['this', 'retarded', 'nazi', 'think', 'that', 'i', 'said', 'hitler', 'banned', 'guns', 'is', 'their', 'any', 'hope', 'for', 'these', 'liberal', 'socialists', 'i', 'think', 'not']",Hispanic,USA,Nonreligious,Male
1,202,"['African', 'Other']","['all', 'these', 'niggas', 'makin', 'babies', 'i', 'jus', 'wanna', 'make', 'a', 'million', '🎖']",Hispanic,Italy,Nonreligious,Male
1,204,['Women'],"['i', 'just', 'can', '’', 't', 'vibe', 'and', 'party', 'with', 'anybody', 'ready', 'for', 'my', 'bitch', 'to', 'be', 'with', 'me', 'in', 'november']",Hispanic,USA,Other,Female
0,228,['Homosexual'],"['srsly', 'this', 'and', 'homo', 'porn', 'is', 'all', 'you', 'got', 'wtf', 'is', 'your', 'diagnosis', 'besides', 'faggotry', 'because', 'this', 'is', 'some', 'retard', 'tier', 'posting', 'here']",African,USA,Christian,Male
2,209,['Other'],"['funny', 'how', 'the', 'people', 'that', 'go', 'full', 'retard', 'lost', 'their', '<number>', 'minutes', 'like', '<number>', 'years', 'ago', 'even', 'colin', 'lost', 'that', '<number>', 'went', 'full', 'retard', 'strange', 'creatures', 'these', 'libtards']",Indian,India,Hindu,Male
1,211,['None'],"['i', 'have', 'two', 'simple', 'rules', 'for', 'discussing', 'stuff', 'on', 'gab', 'speak', 'human', 'english', 'and', 'post', 'no', 'factual', 'lies', 'false', 'statements', 'fake', 'quotes', 'and', 'retarded', 'memes', 'get', 'you', 'dumped', 'into', 'a', 'memory', 'cornhole', 'faster', 'than', 'you', 'can', 'say', 'muting']",Caucasian,USA,Christian,Female
2,49,"['Disability', 'Homosexual']","['rt', 'this', 'if', 'ur', 'a', 'fat', 'gay', 'retard']",Caucasian,USA,Nonreligious,Female
2,220,['None'],"['you', 'guys', 'should', 'have', 'been', 'nicer', 'to', 'him', 'sucks', 'that', 'a', 'few', 'white', 'kids', 'will', 'feel', 'forced', 'into', 'violence', 'like', 'this', 'sad', 'products', 'of', 'our', 'antiwhite', 'society', 'that', 'has', 'no', 'place', 'for', 'them', 'hewasagoodboy']",Caucasian,USA,Nonreligious,Female
0,209,['African'],"['i', 'carry', 'a', 'legal', 'knife', 'in', 'canada', 'with', 'me', 'everywhere', 'the', 'minute', 'i', 'see', 'a', 'black', 'man', 'or', 'a', 'shit', 'skin', 'moslem', 'approach', 'i', 'prepare', 'for', 'an', 'attack', 'i', 'will', 'not', 'be', 'a', 'victim', 'but', 'i', 'will', 'create', 'a', 'dead', 'attacker', 'if', 'need', 'be']",Indian,India,Hindu,Male
0,210,"['Arab', 'Jewish']","['mm', 'i', 'do', 'not', 'think', 'so', '<number>', 'no', 'apartheid', 'in', 'israel', 'fact', '<number>', 'hate', 'comes', 'from', 'arablies', 'nazilies', 'fact', 'tell', 'ur', 'leaders', 'to', 'b', 'strong', 'send', 'arabs', 'back', 'to', 'arabia', 'israel', 'jerusalem', 'jewish', 'home']",Hispanic,Brazil,Nonreligious,Female
1,5,['None'],"['<user>', '<user>', 'imagine', 'going', 'to', 'a', 'country', 'as', 'a', 'refugee', 'then', 'telling', 'them', 'they', 'are', 'wrong', 'and', 'protesting', 'their', 'history', 'government', 'and', 'politics', 'how', 'pathetic', 'of', 'him']",Caucasian,Spain,Nonreligious,Male
1,211,['None'],"['it', 'all', 'racist', 'it', 'was', 'all', 'discovered', 'by', 'white', 'people', 'whites', 'and', 'asians', 'tend', 'to', 'do', 'well', 'in', 'it', 'its', 'a', 'highly', 'advanced', 'system', 'of', 'greek', 'and', 'european', 'origin', 'its', 'all', 'raciss', 'n', 'shit', 'or', 'maybe', 'whites', 'and', 'asians', 'are', 'just', 'smarter', 'maybe', 'privilege', 'has', 'nothing', 'to', 'do', 'with', 'it']",Caucasian,USA,Christian,Female
2,228,['Islam'],"['why', 'are', 'middle', 'class', 'white', 'intellectual', 'leftists', 'so', 'pleased', 'a', 'muslim', 'was', 'elected', 'mayor', 'of', 'london', 'does', 'not', 'that', 'tell', 'you', 'how', 'many', 'muslims', 'live', 'in', 'the', 'nations', 'capital', 'and', 'also', 'self', 'destructive', 'indoctrinated', 'english', 'there', 'are', 'now', 'multiculturalism', 'has', 'fractured', 'my', 'country', 'and', 'is', 'not', 'a', 'strength', 'sjw']",African,USA,Christian,Male
1,228,['None'],"['to', 'summarize', 'the', 'media', 'kicked', 'off', 'this', 'week', 'with', 'an', 'elitist', 'dinner', 'to', 'honor', 'the', 'first', 'amendment', 'only', 'to', 'cripple', 'themselves', 'with', 'a', 'series', 'of', 'fake', 'news', 'stories', 'rancorous', 'behavior', 'and', 'yet', 'another', 'sexual', 'harassment', 'scandal', 'keep', 'up', 'the', 'good', 'work', 'guys']",African,USA,Christian,Male
1,225,['Caucasian'],"['“', 'this', 'is', 'the', 'hardest', 'thing', 'i', '’', 've', 'ever', 'done', '”', 'a', 'white', 'girl', 'on', 'the', 'bachelor', 'after', 'the', 'pandemic']",Caucasian,USA,Nonreligious,Male
2,199,['None'],"['a', 'vaccine', 'could', 'have', 'prevented', 'the', 'illness', 'that', 'made', 'this', 'person', 'retarded']",Caucasian,USA,Nonreligious,Female
2,247,['African'],"['<user>', 'notice', 'how', 'all', 'the', 'negros', 'i', 'in', 'this', 'thread', 'ugly', 'asf', 'lmao']",Caucasian,USA,Christian,Female
2,233,['Homosexual'],"['very', 'well', 'said', 'not', 'every', 'faggot', 'is', 'gay', 'and', 'not', 'every', 'gay', 'is', 'a', 'faggot']",Caucasian,USA,Nonreligious,Male
0,3,['Hispanic'],"['people', 'call', 'fuentes', 'a', 'spic', 'but', 'do', 'not', 'care', 'paul', 'nehlen', 'is', 'married', 'to', 'a', 'full', 'blood', 'beaner']",Caucasian,USA,Nonreligious,Female
0,3,['African'],"['i', 'do', 'believe', 'that', 'sheboon', 'shit', 'her', 'britches']",Caucasian,USA,Nonreligious,Female
2,203,['Refugee'],"['<user>', 'i', 'dont', 'like', 'illegal', 'immigrants', 'and', 'im', 'dominican', 'maga', 'and', 'ramfis', 'trujillo', '<number>']",Caucasian,USA,Nonreligious,Male
1,223,['None'],"['<user>', 'legal', 'immigrants', 'is', 'that', 'hard', 'for', 'you', 'to', 'understand', 'do', 'i', 'need', 'to', 'write', 'it', 'in', 'crayons']",Other,Spain,Nonreligious,Male
0,235,['Asian'],"['asian', 'men', 'are', 'weak', 'and', 'fragile', 'and', 'i', 'hate', 'you']",Caucasian,USA,Nonreligious,Female
2,212,['Homosexual'],"['if', 'the', 'court', 'can', 'find', 'the', 'right', 'to', 'homosexual', 'marriage', 'in', 'the', 'constitution', 'there', 'is', 'no', 'such', 'thing', 'as', 'a', 'constitution', 'anymore']",Caucasian,USA,Nonreligious,Female
1,212,['Caucasian'],"['white', 'babies', 'never', 'impress', 'me', 'don', '’', 't', 'try', 'it']",Caucasian,USA,Nonreligious,Female
0,9,['Jewish'],"['the', 'term', 'you', 'are', 'looking', 'for', 'is', 'jew', 'libtard', 'neocohen', 'or', 'any', 'other', 'faction', 'of', 'kike', 'it', 'all', 'comes', 'to', 'the', 'same', 'thing']",Indian,India,Hindu,Male
0,96,['Jewish'],"['more', 'incoherent', 'rambling', 'from', 'a', 'kike', 'who', 'lost', 'the', 'argument']",African,USA,Christian,Female
2,202,['Arab'],"['<user>', 'maybe', 'should', 'have', 'course', 'for', 'monkeys', 'and', 'towelheads', 'on', 'sensitivity', 'to', 'white', 'culture', 'also']",Hispanic,Italy,Nonreligious,Male
2,205,['Jewish'],"['oh', 'girl', 'you', 'done', 'and', 'and', 'went', 'all', 'full', 'retard', 'and', 'shit']",African,USA,Nonreligious,Male
0,3,['African'],"['yea', 'i', 'felt', 'like', 'the', 'one', 'sane', 'white', 'caller', 'on', 'friday', 'lmfao', 'especially', 'after', 'the', 'guy', 'who', 'said', 'anything', 'but', '<percent>', 'is', 'a', 'nigger']",Caucasian,USA,Nonreligious,Female
1,130,['None'],"['need', 'someone', 'to', 'come', 'see', 'the', 'gay', 'clown', 'movie', 'w', 'me', 'i', 'can', 'not', 'see', 'it', 'alone', 'again']",Arabs,USA,Christian,Female
0,23,['African'],"['excuse', 'me', 'but', 'those', 'are', 'not', 'people', 'those', 'are', 'niggers', '🐒', 'buffalo', 'nostril', 'shitskin', 'burrheaded', 'knuckle', 'runnin', 'spear', 'chucking', 'welfare', 'monkey', 'spaboolie', 'spook', 'coon', 'moolie', 'niggers', '😑', 'niggers', 'make', 'me', 'fucking', 'sick', '😡', '😡', '😡']",Caucasian,USA,Nonreligious,Male
2,206,['None'],"['<user>', '<user>', 'talk', 'about', 'retarded', 'what', 'a', 'stupid', 'gif', 'you', 'appear', 'to', 'be', 'the', 'poster', 'boy', 'for', 'it']",Hispanic,USA,Nonreligious,Male
1,9,['None'],"['<user>', 'thanks', 'for', 'admitting', 'publicly', 'what', 'some', 'of', 'us', 'have', 'long', 'known', 'all', 'the', 'anti', 'israel', 'human', 'rights', 'propaganda', 'is', 'a', 'bullshit', 'cover', 'for', 'jihad', 'your', 'drive', 'is', 'obviously', 'not', 'rights', 'it', 'religious', 'supremacism', 'period', 'you', 'are', 'a', 'jihadi', 'who', 'gives', 'moral', 'cover', 'to', 'the', 'violent', 'kind']",Indian,India,Hindu,Male
0,199,['Jewish'],"['that', 'passage', 'from', 'the', 'holy', 'torah', 'shows', 'how', 'preoccupied', 'with', 'feces', 'and', 'menstrual', 'blood', 'the', 'jews', 'are', 'if', 'there', 'were', 'nazis', 'and', 'poison', 'gas', 'canisters', 'around', 'back', 'then', 'they', 'would', 'be', 'obsessing', 'on', 'those', 'things', 'as', 'well']",Caucasian,USA,Nonreligious,Female
1,209,['Islam'],"['another', 'muslim', 'terrorist', 'attack', 'dodged']",Indian,India,Hindu,Male
0,9,['Islam'],"['too', 'bad', 'it', 'your', 'rinos', 'like', 'christie', 'who', 'are', 'importing', 'muzzies', 'into', 'their', 'states', 'you', 'keep', 'pretending', 'there', 'no', 'muzzi', 'problem', 'in', 'michigan', 'and', 'minneapolis']",Indian,India,Hindu,Male
1,223,['Homosexual'],"['bisexual', 'women', 'all', 'over', 'my', 'page', 'tonight', 'i', 'am', 'blessing', 'all', 'of', 'you', 'all', 'with', 'this', 'bi', 'beauty', 'be', 'thankful']",Other,Spain,Nonreligious,Male
1,223,['None'],"['i', '’', 'm', 'usually', 'shy', 'but', 'whoever', 'i', '’', 'm', 'by', 'at', 'the', 'oneus', 'concert', 'better', 'be', 'ready', 'for', 'my', 'screams']",Other,Spain,Nonreligious,Male
1,202,['None'],"['thanks', 'i', 'agree', 'more', 'repub', 'mexicans', 'blacks', 'asians', 'you', 'get', 'the', 'picture']",Hispanic,Italy,Nonreligious,Male
2,2,['Islam'],"['if', 'the', 'aussies', 'cared', 'as', 'much', 'about', 'saving', 'their', 'country', 'as', 'they', 'do', 'about', 'trying', 'to', 'beat', 'england', 'at', 'rugby', 'every', 'muzzie', 'in', 'australia', 'would', 'be', 'back', 'in', 'pakistan', 'egypt', 'and', 'saudi', 'by', 'now']",Arabs,Germany,Islam,Female
2,25,['Women'],"['lol', 'the', 'same', 'bitches', 'who', 'have', 'gotten', 'cheated', 'on', 'fuck', 'niggas', 'with', 'girlfriends']",Caucasian,Brazil,Nonreligious,Female
2,252,['Refugee'],"['it', 'is', 'not', 'enough', 'to', 'deport', 'our', 'enemies', 'at', 'this', 'point', 'their', 'insolence', 'and', 'disgusting', 'behavior', 'demands', 'that', 'we', 'televise', 'and', 'provide', 'music', 'for', 'the', 'occasion', 'a', 'choir', 'of', 'white', 'men', 'and', 'women', 'triumphantly', 'declaring', 'our', 'will', 'with', 'a', 'symphony', 'behind', 'them', 'no', 'cover', 'bands', 'no', 'trolling', 'majestic', 'righteous']",African,USA,Nonreligious,Female
2,205,"['Arab', 'Islam']","['i', 'was', 'wondering', 'when', 'a', 'muslim', 'becomes', 'prime', 'minister', 'where', 'will', 'the', 'first', 'english', 'hydrogen', 'bomb', 'be', 'droped', 'on', 'manchester', 'london', 'or', 'brussels']",African,USA,Nonreligious,Male
0,209,"['Arab', 'Islam', 'Jewish']","['so', 'the', 'jews', 'who', 'own', 'trump', 'are', 'getting', 'trump', 'to', 'sell', 'our', 'nation', 'to', 'the', 'arabs', 'and', 'we', 'will', 'pay', 'a', 'dhimmi', 'tax', 'to', 'travel', 'in', 'our', 'own', 'nation', 'sharia', 'law', 'step', 'by', 'step']",Indian,India,Hindu,Male
2,202,['Jewish'],"['jew', 'jews', 'his', 'way', 'into', 'becoming', 'prime', 'minister', 'of', 'huwhytopia', 'poland', 'kike', 'kikes', 'his', 'way', 'to', 'municipality', 'judicial', 'head', 'in', 'majority', 'white', 'porto', 'alegre', 'brazil', 'guys', 'the', 'time', 'for', 'heroes', 'is', 'now', 'if', 'you', 'have', 'nothing', 'to', 'lose', 'you', 'know', 'what', 'to', 'do', 'conanism']",Hispanic,Italy,Nonreligious,Male
2,205,['Arab'],"['i', 'would', 'support', 'hezbollah', 'if', 'only', 'they', 'would', 'support', 'palestine', 'turning', 'a', 'blind', 'eye', 'on', 'their', 'fellow', 'arabs', 'makes', 'them', 'complicit', 'imo']",African,USA,Nonreligious,Male
1,59,['None'],"['wary', 'of', 'international', 'interference', 'myanmar', 'insisted', 'saturday', 'it', 'wants', 'rohingya', 'muslim', 'refugees', 'who', 'fled', 'to', 'neighbouring', 'bangladesh', 'repatriated', 'to', 'their', 'former', 'homes', 'so', 'they', 'can', 'live', 'in', 'a', 'more', 'conducive', 'environment', 'than', 'the', 'one', 'they', 'left']",Asians,USA,Nonreligious,Male
1,214,['African'],"['since', 'it', 'has', 'already', 'been', 'established', 'that', 'as', 'an', 'aggregate', 'blacks', 'could', 'integrate', 'just', 'fine', 'in', 'this', 'country', 'and', 'still', 'do', 'in', 'many', 'parts', 'of', 'the', 'country', 'its', 'clear', 'the', 'issue', 'must', 'lie', 'with', 'other', 'factors', 'specifically', 'with', 'post', '<number>', 'urban', 'black', 'populations']",Caucasian,USA,Nonreligious,Male
1,7,['None'],"['proud', 'of', 'president', 'trump', 'told', '<number>', 'muslin', 'nations', 'we', 'are', 'partners', 'in', 'fight', 'against', 'radical', 'islamic', 'terrorism', 'but', 'usa', 'not', 'doing', 'it', 'alone']",Caucasian,USA,Nonreligious,Male
0,3,['African'],"['<user>', '\u200d', 'rc', 'maxwell', 'hi', 'everyone', 'i', 'am', 'a', 'gay', 'nigger', 'who', 'is', 'above', 'the', 'degeneracy', 'of', 'the', 'strawman', 'of', 'cantwell', 'i', 'have', 'prepared', 'for', 'you', 'now', 'lets', 'talk', 'about', 'ok', 'cupid', 'posts', 'because', 'as', 'a', 'nigger', 'muh', 'dick', 'iq', 'only', 'can', 'go', 'so', 'far', 'in', 'an', 'intelligent', 'discussion']",Caucasian,USA,Nonreligious,Female
0,223,"['Arab', 'Islam']","['muslim', 'refugees', 'that', 'are', 'overpopulating', 'our', 'mother', 'europe', 'have', 'a', 'dream', 'to', 'steal', 'rob', 'murder', 'live', 'on', 'welfare', 'and', 'rape', 'our', 'beautiful', 'white', 'women', 'their', 'dream', 'is', 'unfortunately', 'coming', 'true']",Other,Spain,Nonreligious,Male
1,37,['None'],"['spiderland', 'also', 'hitting', 'different', 'in', 'the', 'fall']",Other,USA,Nonreligious,Male
1,221,['Refugee'],"['<user>', '<user>', 'lets', 'not', 'forget', 'the', 'typhoid', 'outbreak', 'in', 'california', 'yes', 'brought', 'in', 'by', 'illegal', 'immigrants']",Caucasian,USA,Christian,Male
0,48,['African'],"['<user>', 'you', 'fucking', 'nigger']",African,USA,Nonreligious,Female
1,9,['None'],"['the', 'calibre', 'of', 'labour', 'mps', 'anti', 'white', 'mps', 'must', 'be', 'designated', 'her', 'father', 'ran', 'off', 'with', 'a', '<number>', 'yr', 'old', 'her', 'mother', 'poisoned', 'her', 'lover', 'did', '<number>', 'yrs', 'in', 'jail', 'became', 'an', 'mp', 'by', 'default', 'and', 'told', 'raped', 'white', 'kids', 'by', 'her', 'paki', 'brothers', 'to', 'shut', 'their', 'mouths']",Indian,India,Hindu,Male
0,215,['Jewish'],"['would', 'it', 'be', 'better', 'to', 'declare', 'talmudic', 'judaism', 'a', 'enemy', 'of', 'the', 'united', 'states', 'and', 'exterminated', 'from', 'our', 'society', 'grope', 'gate', 'shows', 'the', 'world', 'it', 'is', 'jews', 'that', 'are', 'pedophiles', 'not', 'the', 'muslims', 'dead', 'jewish', 'goat', 'raped', 'to', 'death', 'by', 'jews']",Caucasian,USA,Nonreligious,Male
1,206,['Asian'],"['<user>', 'why', 'does', 'this', 'elitist', 'privileged', 'white', 'speaker', 'insist', 'on', 'giving', 'to', 'the', 'chinese', 'who', 'and', 'not', 'to', 'us', 'americans']",Hispanic,USA,Nonreligious,Male
1,232,"['African', 'Caucasian', 'Men']","['sorry', 'my', 'dude', 'all', 'i', 'listen', 'to', 'is', 'black', 'metal', 'i', 'mean', 'it', 'a', 'bunch', 'of', 'white', 'boys', 'with', 'long', 'hair', 'and', 'corpse', 'paint', 'but', 'it', 'has', 'black', 'right', 'in', 'the', 'genre', 'name', 'so', 'i', 'can', 'not', 'help', 'you', 'out']",Other,USA,Nonreligious,Female
2,202,['Asian'],"['did', 'chinaman', 'really', 'invent', 'the', 'internet', 'how', 'about', 'electricity', 'internal', 'combustion', 'engine', 'maybe', 'the', 'movie', 'industry', 'space', 'travel', 'microscope', 'microchip', 'submarine', 'airplane']",Hispanic,Italy,Nonreligious,Male
2,202,"['Hispanic', 'Other']","['when', 'many', 'people', 'mostly', 'white', 'talk', 'about', 'hispanics', 'being', 'naturally', 'conservative', 'they', 'think', 'just', 'because', 'most', 'of', 'them', 'are', 'family', 'oriented', 'and', 'not', 'in', 'agreement', 'with', 'a', 'radical', 'gay', 'agenda', 'and', 'other', 'libtard', 'obsessions', 'that', 'they', 'are', 'conservative', 'in', 'the', 'larger', 'view', 'as', 'too', 'article', 'mentions', 'not', 'true', 'houck', 'is', 'right']",Hispanic,Italy,Nonreligious,Male
2,203,['None'],"['hey', 'guys', 'pika', 'pika', 'bitch']",Caucasian,USA,Nonreligious,Male
0,21,['Jewish'],"['what', 'about', 'the', 'child', 'raping', 'kike', 'that', 'was', 'their', 'advertising', 'front', 'man', 'i', 'cannot', 'imagine', 'that', 'good', 'for', 'business']",African,USA,Other,Male
